mode,participant,held_out_participant,target,modality,classifier,feature_count_request,feature_count_resolved,fold,training_participants,sample_size,train_size,test_size,low_count,high_count,balanced_accuracy,accuracy,precision,recall,f1,tn,fp,fn,tp
individual,P15,P15,valence,eeg,knn,all,all,3,P15,116,93,23,38,78,0.49583333333333335,0.6086956521739131,0.65,0.8666666666666667,0.7428571428571429,1,7,2,13
individual,P15,P15,valence,eeg,knn,all,all,4,P15,116,93,23,38,78,0.6696428571428572,0.6521739130434783,0.8333333333333334,0.625,0.7142857142857143,5,2,6,10
individual,P15,P15,valence,eeg,knn,all,all,5,P15,116,93,23,38,78,0.5803571428571428,0.6956521739130435,0.7368421052631579,0.875,0.8,2,5,2,14
individual,P16,P16,valence,eeg,knn,all,all,1,P16,117,93,24,55,62,0.40559440559440557,0.4166666666666667,0.4666666666666667,0.5384615384615384,0.5,3,8,6,7
individual,P16,P16,valence,eeg,knn,all,all,2,P16,117,93,24,55,62,0.5594405594405594,0.5833333333333334,0.5789473684210527,0.8461538461538461,0.6875,3,8,2,11
individual,P16,P16,valence,eeg,knn,all,all,3,P16,117,94,23,55,62,0.5151515151515151,0.5217391304347826,0.5333333333333333,0.6666666666666666,0.5925925925925926,4,7,4,8
individual,P16,P16,valence,eeg,knn,all,all,4,P16,117,94,23,55,62,0.5189393939393939,0.5217391304347826,0.5384615384615384,0.5833333333333334,0.56,5,6,5,7
individual,P16,P16,valence,eeg,knn,all,all,5,P16,117,94,23,55,62,0.5984848484848485,0.6086956521739131,0.5882352941176471,0.8333333333333334,0.6896551724137931,4,7,2,10
individual,P17,P17,valence,eeg,knn,all,all,1,P17,118,94,24,51,67,0.6888111888111889,0.7083333333333334,0.6666666666666666,0.9230769230769231,0.7741935483870968,5,6,1,12
individual,P17,P17,valence,eeg,knn,all,all,2,P17,118,94,24,51,67,0.5071428571428571,0.5416666666666666,0.5882352941176471,0.7142857142857143,0.6451612903225806,3,7,4,10
individual,P17,P17,valence,eeg,knn,all,all,3,P17,118,94,24,51,67,0.6642857142857144,0.7083333333333334,0.6842105263157895,0.9285714285714286,0.7878787878787878,4,6,1,13
individual,P17,P17,valence,eeg,knn,all,all,4,P17,118,95,23,51,67,0.45769230769230773,0.4782608695652174,0.5333333333333333,0.6153846153846154,0.5714285714285714,3,7,5,8
individual,P17,P17,valence,eeg,knn,all,all,5,P17,118,95,23,51,67,0.6346153846153846,0.6521739130434783,0.6666666666666666,0.7692307692307693,0.7142857142857143,5,5,3,10
individual,P18,P18,valence,eeg,knn,all,all,1,P18,116,92,24,56,60,0.5833333333333333,0.5833333333333334,0.6,0.5,0.5454545454545454,8,4,6,6
individual,P18,P18,valence,eeg,knn,all,all,2,P18,116,93,23,56,60,0.5643939393939394,0.5652173913043478,0.5833333333333334,0.5833333333333334,0.5833333333333334,6,5,5,7
individual,P18,P18,valence,eeg,knn,all,all,3,P18,116,93,23,56,60,0.46590909090909094,0.4782608695652174,0.5,0.75,0.6,2,9,3,9
individual,P18,P18,valence,eeg,knn,all,all,4,P18,116,93,23,56,60,0.303030303030303,0.30434782608695654,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,8,8,4
individual,P18,P18,valence,eeg,knn,all,all,5,P18,116,93,23,56,60,0.4772727272727273,0.4782608695652174,0.5,0.5,0.5,5,6,6,6
individual,P19,P19,valence,eeg,knn,all,all,1,P19,120,96,24,43,77,0.6222222222222222,0.6666666666666666,0.7058823529411765,0.8,0.75,4,5,3,12
individual,P19,P19,valence,eeg,knn,all,all,2,P19,120,96,24,43,77,0.36666666666666664,0.4583333333333333,0.55,0.7333333333333333,0.6285714285714286,0,9,4,11
individual,P19,P19,valence,eeg,knn,all,all,3,P19,120,96,24,43,77,0.47777777777777775,0.5416666666666666,0.6111111111111112,0.7333333333333333,0.6666666666666666,2,7,4,11
individual,P19,P19,valence,eeg,knn,all,all,4,P19,120,96,24,43,77,0.46875,0.5833333333333334,0.65,0.8125,0.7222222222222222,1,7,3,13
individual,P19,P19,valence,eeg,knn,all,all,5,P19,120,96,24,43,77,0.625,0.6666666666666666,0.75,0.75,0.75,4,4,4,12
