participant,target,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,feature_count_resolved,outer_folds,mean_outer_cv_balanced_accuracy,fold_ba_sd,outer_fold_ba_values,mean_accuracy,low_count,high_count,sample_size,modality
P03,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.565952380952381,0.1218032268747323,"[0.4107142857142857, 0.6607142857142857, 0.6333333333333333, 0.4583333333333333, 0.6666666666666667]",0.5854545454545454,21,32,53,eeg
P03,valence,logreg,all_eeg,all_channels,8,primary,120,8,5,0.5042857142857142,0.0996009612098342,"[0.4107142857142857, 0.6607142857142857, 0.45, 0.4583333333333333, 0.5416666666666667]",0.5290909090909091,21,32,53,eeg
P03,valence,logreg,hjorth,all_channels,10,primary,16,10,5,0.5278571428571428,0.1210709018109063,"[0.35714285714285715, 0.6071428571428572, 0.4666666666666667, 0.6666666666666667, 0.5416666666666666]",0.5490909090909091,21,32,53,eeg
P03,valence,logreg,hjorth,all_channels,8,primary,16,8,5,0.4921428571428571,0.0492330636648089,"[0.42857142857142855, 0.48214285714285715, 0.4666666666666667, 0.5416666666666667, 0.5416666666666666]",0.5290909090909091,21,32,53,eeg
P03,valence,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.4269047619047619,0.0799464815316912,"[0.42857142857142855, 0.4642857142857143, 0.45, 0.29166666666666663, 0.5]",0.4509090909090908,21,32,53,eeg
P03,valence,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.4269047619047619,0.0777445669296242,"[0.42857142857142855, 0.4642857142857143, 0.5333333333333333, 0.375, 0.3333333333333333]",0.4490909090909091,21,32,53,eeg
P03,valence,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.3488095238095238,0.1787003502871322,"[0.35714285714285715, 0.5535714285714286, 0.08333333333333333, 0.4583333333333333, 0.29166666666666663]",0.3963636363636363,21,32,53,eeg
P03,valence,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.3878571428571428,0.1275432877474667,"[0.35714285714285715, 0.48214285714285715, 0.18333333333333335, 0.5, 0.41666666666666663]",0.4163636363636364,21,32,53,eeg
P03,valence,logreg,time_statistical,all_channels,all,primary,8,all,5,0.5961904761904762,0.1828290063918504,"[0.6785714285714286, 0.5357142857142857, 0.43333333333333335, 0.4583333333333333, 0.875]",0.6254545454545454,21,32,53,eeg
P03,valence,svm,all_eeg,all_channels,10,primary,120,10,5,0.506904761904762,0.066849239798804,"[0.42857142857142855, 0.4642857142857143, 0.6, 0.5416666666666667, 0.5]",0.5672727272727272,21,32,53,eeg
P03,valence,svm,all_eeg,all_channels,8,primary,120,8,5,0.5223809523809524,0.06989626262072,"[0.42857142857142855, 0.5, 0.6, 0.5833333333333333, 0.5]",0.6036363636363636,21,32,53,eeg
P03,valence,svm,hjorth,all_channels,10,primary,16,10,5,0.4435714285714286,0.0794931506340793,"[0.35714285714285715, 0.5357142857142857, 0.3666666666666667, 0.4583333333333333, 0.5]",0.4727272727272728,21,32,53,eeg
P03,valence,svm,hjorth,all_channels,8,primary,16,8,5,0.4995238095238095,0.1016502161331164,"[0.35714285714285715, 0.6071428571428572, 0.45, 0.5833333333333333, 0.5]",0.5290909090909091,21,32,53,eeg
P03,valence,svm,paper_compact,all_channels,10,secondary,64,10,5,0.4426190476190476,0.1210615367968289,"[0.35714285714285715, 0.4642857142857143, 0.6, 0.29166666666666663, 0.5]",0.469090909090909,21,32,53,eeg
P03,valence,svm,paper_compact,all_channels,8,secondary,64,8,5,0.508095238095238,0.108905475042952,"[0.35714285714285715, 0.625, 0.6, 0.4583333333333333, 0.5]",0.5636363636363637,21,32,53,eeg
P03,valence,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.4297619047619047,0.0676584392303943,"[0.35714285714285715, 0.5, 0.5, 0.375, 0.41666666666666663]",0.4872727272727273,21,32,53,eeg
P03,valence,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.4547619047619047,0.0829711517223943,"[0.35714285714285715, 0.5, 0.5, 0.375, 0.5416666666666666]",0.5072727272727272,21,32,53,eeg
P03,valence,svm,time_statistical,all_channels,all,primary,8,all,5,0.4595238095238095,0.0811141590767055,"[0.5, 0.3392857142857143, 0.4166666666666667, 0.5416666666666667, 0.5]",0.5309090909090909,21,32,53,eeg
P04,arousal,gnb,all_eeg,all_channels,10,primary,120,10,5,0.4271062271062271,0.1139991047765505,"[0.46634615384615385, 0.4855769230769231, 0.22527472527472528, 0.45833333333333337, 0.5]",0.44,39,63,102,eeg
P04,arousal,gnb,all_eeg,all_channels,8,primary,120,8,5,0.4663919413919414,0.1102854372226576,"[0.5673076923076923, 0.44711538461538464, 0.2967032967032967, 0.45833333333333337, 0.5625]",0.4695238095238095,39,63,102,eeg
P04,arousal,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.4992673992673992,0.0829003400507889,"[0.46634615384615385, 0.5576923076923077, 0.36813186813186816, 0.5416666666666667, 0.5625]",0.49,39,63,102,eeg
P04,arousal,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.4938186813186813,0.0879362303731795,"[0.40384615384615385, 0.5961538461538461, 0.4065934065934066, 0.5, 0.5625]",0.49,39,63,102,eeg
P04,arousal,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5146520146520146,0.050952661980486,"[0.5048076923076923, 0.5817307692307692, 0.44505494505494503, 0.5, 0.5416666666666667]",0.5095238095238095,39,63,102,eeg
P04,arousal,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.488507326007326,0.1093197912283795,"[0.4423076923076923, 0.5817307692307692, 0.3351648351648352, 0.4791666666666667, 0.6041666666666667]",0.49,39,63,102,eeg
P04,arousal,logreg,all_eeg,all_channels,10,primary,120,10,5,0.4468406593406594,0.0922275861240012,"[0.4423076923076923, 0.4951923076923077, 0.2967032967032967, 0.5416666666666667, 0.4583333333333333]",0.4604761904761904,39,63,102,eeg
P04,arousal,logreg,all_eeg,all_channels,8,primary,120,8,5,0.5157051282051283,0.1406445170545756,"[0.6057692307692308, 0.5576923076923077, 0.2692307692307692, 0.6041666666666667, 0.5416666666666667]",0.5385714285714286,39,63,102,eeg
P04,arousal,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.4870879120879121,0.0975998082962549,"[0.4182692307692308, 0.5865384615384616, 0.36813186813186816, 0.5833333333333333, 0.4791666666666667]",0.509047619047619,39,63,102,eeg
P04,arousal,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.4686355311355311,0.116316363801248,"[0.3173076923076923, 0.5480769230769231, 0.37362637362637363, 0.5833333333333333, 0.5208333333333333]",0.5004761904761905,39,63,102,eeg
P04,arousal,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.4326007326007327,0.086630865496813,"[0.34134615384615385, 0.4326923076923077, 0.36813186813186816, 0.45833333333333337, 0.5625]",0.4419047619047619,39,63,102,eeg
P04,arousal,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.4157509157509158,0.0744975119287045,"[0.3942307692307692, 0.47115384615384615, 0.2967032967032967, 0.4791666666666667, 0.4375]",0.4504761904761905,39,63,102,eeg
P04,arousal,svm,all_eeg,all_channels,10,primary,120,10,5,0.4608974358974359,0.1084937081012875,"[0.5288461538461539, 0.4855769230769231, 0.2692307692307692, 0.5208333333333334, 0.5]",0.4995238095238095,39,63,102,eeg
P04,arousal,svm,all_eeg,all_channels,8,primary,120,8,5,0.4628205128205128,0.0706892460717375,"[0.5, 0.44711538461538464, 0.34615384615384615, 0.5208333333333333, 0.5]",0.5485714285714286,39,63,102,eeg
P04,arousal,svm,paper_compact,all_channels,10,secondary,64,10,5,0.4659340659340659,0.07758513522455,"[0.5, 0.5, 0.32967032967032966, 0.5208333333333333, 0.4791666666666667]",0.5176190476190476,39,63,102,eeg
P04,arousal,svm,paper_compact,all_channels,8,secondary,64,8,5,0.4803571428571428,0.0945460712184644,"[0.5, 0.5721153846153846, 0.32967032967032966, 0.4583333333333333, 0.5416666666666667]",0.5176190476190476,39,63,102,eeg
P04,arousal,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.4976648351648351,0.0984861266081161,"[0.5336538461538461, 0.5, 0.32967032967032966, 0.5416666666666666, 0.5833333333333333]",0.5280952380952381,39,63,102,eeg
P04,arousal,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.4569597069597069,0.0696627452438563,"[0.5, 0.5, 0.36813186813186816, 0.5208333333333334, 0.3958333333333333]",0.5076190476190476,39,63,102,eeg
P04,valence,gnb,all_eeg,all_channels,10,primary,120,10,5,0.5239468864468865,0.1328453067795375,"[0.6826923076923077, 0.3317307692307692, 0.521978021978022, 0.6041666666666667, 0.4791666666666667]",0.5395238095238095,39,63,102,eeg
P04,valence,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5108058608058609,0.1124274703545082,"[0.6826923076923077, 0.3701923076923077, 0.521978021978022, 0.5, 0.4791666666666667]",0.529047619047619,39,63,102,eeg
P04,valence,gnb,hjorth,all_channels,10,primary,16,10,5,0.5009615384615385,0.094426253710899,"[0.5480769230769231, 0.5480769230769231, 0.34615384615384615, 0.5833333333333333, 0.4791666666666667]",0.5676190476190477,39,63,102,eeg
P04,valence,gnb,hjorth,all_channels,8,primary,16,8,5,0.5211538461538462,0.1101429145276458,"[0.6105769230769231, 0.5865384615384616, 0.34615384615384615, 0.5833333333333333, 0.4791666666666667]",0.5866666666666667,39,63,102,eeg
P04,valence,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5803113553113552,0.1207389236173392,"[0.6201923076923077, 0.47115384615384615, 0.4560439560439561, 0.75, 0.6041666666666667]",0.6085714285714285,39,63,102,eeg
P04,valence,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5590201465201465,0.1205717888647362,"[0.5817307692307692, 0.4326923076923077, 0.489010989010989, 0.75, 0.5416666666666667]",0.5795238095238096,39,63,102,eeg
P04,valence,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.6242216117216117,0.1475021465154438,"[0.7596153846153846, 0.47115384615384615, 0.4945054945054945, 0.7916666666666667, 0.6041666666666667]",0.6671428571428571,39,63,102,eeg
P04,valence,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.6474816849816849,0.1580363958242026,"[0.7596153846153846, 0.4326923076923077, 0.5659340659340659, 0.8333333333333333, 0.6458333333333333]",0.6876190476190476,39,63,102,eeg
P04,valence,gnb,time_statistical,all_channels,all,primary,8,all,5,0.449587912087912,0.0918644409946577,"[0.5721153846153846, 0.40865384615384615, 0.32967032967032966, 0.4375, 0.5]",0.479047619047619,39,63,102,eeg
P04,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.5744505494505494,0.1505957357851308,"[0.6057692307692308, 0.3317307692307692, 0.7472527472527473, 0.5833333333333334, 0.6041666666666667]",0.5804761904761905,39,63,102,eeg
P04,valence,logreg,all_eeg,all_channels,8,primary,120,8,5,0.5078754578754578,0.123080018977884,"[0.4807692307692308, 0.3701923076923077, 0.41758241758241754, 0.625, 0.6458333333333333]",0.530952380952381,39,63,102,eeg
P04,valence,logreg,hjorth,all_channels,10,primary,16,10,5,0.579029304029304,0.0939663745936143,"[0.6442307692307692, 0.5480769230769231, 0.4945054945054945, 0.7083333333333333, 0.5]",0.6176190476190476,39,63,102,eeg
P04,valence,logreg,hjorth,all_channels,8,primary,16,8,5,0.5501831501831502,0.0655232818821641,"[0.6490384615384616, 0.5240384615384616, 0.4945054945054945, 0.5833333333333334, 0.5]",0.6066666666666667,39,63,102,eeg
P04,valence,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5210622710622711,0.0880769295037462,"[0.5048076923076923, 0.4326923076923077, 0.521978021978022, 0.6666666666666667, 0.4791666666666667]",0.5304761904761904,39,63,102,eeg
P04,valence,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5263278388278387,0.0909676799069489,"[0.5048076923076923, 0.47115384615384615, 0.489010989010989, 0.6875, 0.4791666666666667]",0.54,39,63,102,eeg
P04,valence,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.6499084249084249,0.1478308016121308,"[0.7836538461538461, 0.4326923076923077, 0.6373626373626373, 0.7916666666666667, 0.6041666666666667]",0.6776190476190476,39,63,102,eeg
P04,valence,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.6718864468864469,0.0861364932722397,"[0.7211538461538461, 0.5336538461538461, 0.7087912087912087, 0.75, 0.6458333333333333]",0.6971428571428572,39,63,102,eeg
P04,valence,logreg,time_statistical,all_channels,all,primary,8,all,5,0.5201923076923076,0.0498935627466138,"[0.5432692307692308, 0.47115384615384615, 0.46153846153846156, 0.5625, 0.5625]",0.5595238095238095,39,63,102,eeg
P04,valence,svm,all_eeg,all_channels,10,primary,120,10,5,0.5311355311355312,0.1290926647401395,"[0.6682692307692308, 0.3317307692307692, 0.489010989010989, 0.5625, 0.6041666666666667]",0.54,39,63,102,eeg
P04,valence,svm,all_eeg,all_channels,8,primary,120,8,5,0.5500457875457876,0.1279334469302046,"[0.4807692307692308, 0.3701923076923077, 0.5659340659340659, 0.6875, 0.6458333333333333]",0.570952380952381,39,63,102,eeg
P04,valence,svm,hjorth,all_channels,10,primary,16,10,5,0.5069139194139194,0.049053187440887,"[0.44711538461538464, 0.5096153846153846, 0.4945054945054945, 0.5833333333333333, 0.5]",0.569047619047619,39,63,102,eeg
P04,valence,svm,hjorth,all_channels,8,primary,16,8,5,0.4634615384615385,0.1630580427205539,"[0.46153846153846156, 0.5, 0.23076923076923078, 0.6875, 0.4375]",0.5280952380952381,39,63,102,eeg
P04,valence,svm,paper_compact,all_channels,10,secondary,64,10,5,0.5726648351648351,0.130857149054175,"[0.4567307692307692, 0.5192307692307692, 0.6373626373626373, 0.7708333333333333, 0.4791666666666667]",0.5900000000000001,39,63,102,eeg
P04,valence,svm,paper_compact,all_channels,8,secondary,64,8,5,0.5374084249084249,0.0792132151289968,"[0.4951923076923077, 0.4855769230769231, 0.5604395604395604, 0.6666666666666667, 0.4791666666666667]",0.569047619047619,39,63,102,eeg
P04,valence,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.647985347985348,0.1379809610566739,"[0.8221153846153846, 0.5096153846153846, 0.6373626373626373, 0.75, 0.5208333333333333]",0.6861904761904762,39,63,102,eeg
P04,valence,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.6378663003663003,0.1695675628658666,"[0.7980769230769231, 0.40865384615384615, 0.5659340659340659, 0.8125, 0.6041666666666667]",0.6871428571428572,39,63,102,eeg
P04,valence,svm,time_statistical,all_channels,all,primary,8,all,5,0.5583791208791209,0.0872087487829886,"[0.6442307692307692, 0.5432692307692308, 0.6043956043956045, 0.4166666666666667, 0.5833333333333333]",0.5885714285714286,39,63,102,eeg
P05,arousal,gnb,all_eeg,all_channels,10,primary,120,10,5,0.5515873015873016,0.0418081498129077,"[0.5952380952380952, 0.5396825396825397, 0.5952380952380952, 0.503968253968254, 0.5238095238095238]",0.6086956521739131,45,70,115,eeg
P05,arousal,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5777777777777777,0.0500062984191218,"[0.6150793650793651, 0.503968253968254, 0.5793650793650793, 0.5595238095238095, 0.6309523809523809]",0.6260869565217392,45,70,115,eeg
P05,arousal,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5238095238095237,0.0759171685305912,"[0.6507936507936507, 0.4841269841269841, 0.5079365079365079, 0.5238095238095238, 0.45238095238095233]",0.5652173913043479,45,70,115,eeg
P05,arousal,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.55,0.0438846549236484,"[0.5992063492063493, 0.4841269841269841, 0.5436507936507937, 0.5793650793650793, 0.5436507936507937]",0.5826086956521739,45,70,115,eeg
P05,arousal,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.4404761904761905,0.0810826061178672,"[0.48809523809523814, 0.35714285714285715, 0.5436507936507937, 0.45238095238095233, 0.3611111111111111]",0.4782608695652174,45,70,115,eeg
P05,arousal,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.4071428571428571,0.1084067139113774,"[0.5238095238095238, 0.32142857142857145, 0.3055555555555556, 0.5238095238095238, 0.3611111111111111]",0.4521739130434782,45,70,115,eeg
P05,arousal,logreg,all_eeg,all_channels,10,primary,120,10,5,0.573015873015873,0.0597614304667196,"[0.5595238095238095, 0.5595238095238095, 0.5992063492063493, 0.6547619047619048, 0.4920634920634921]",0.591304347826087,45,70,115,eeg
P05,arousal,logreg,all_eeg,all_channels,8,primary,120,8,5,0.6428571428571429,0.0698119527212666,"[0.746031746031746, 0.5595238095238095, 0.6190476190476191, 0.6190476190476191, 0.6706349206349207]",0.6521739130434783,45,70,115,eeg
P05,arousal,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5484126984126985,0.0432339403173487,"[0.5277777777777778, 0.5396825396825397, 0.5992063492063493, 0.5833333333333333, 0.4920634920634921]",0.5565217391304348,45,70,115,eeg
P05,arousal,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5547619047619048,0.072489910332578,"[0.6031746031746031, 0.503968253968254, 0.5992063492063493, 0.6150793650793651, 0.45238095238095233]",0.5739130434782609,45,70,115,eeg
P05,arousal,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.4309523809523809,0.0740055427503423,"[0.36507936507936506, 0.3412698412698413, 0.4920634920634921, 0.503968253968254, 0.45238095238095233]",0.4521739130434782,45,70,115,eeg
P05,arousal,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.446031746031746,0.0655422946732145,"[0.36507936507936506, 0.3968253968253968, 0.4920634920634921, 0.5238095238095238, 0.45238095238095233]",0.4608695652173913,45,70,115,eeg
P05,arousal,svm,all_eeg,all_channels,10,primary,120,10,5,0.5801587301587301,0.1097349586453833,"[0.7261904761904762, 0.46825396825396826, 0.5634920634920635, 0.6547619047619048, 0.48809523809523814]",0.6,45,70,115,eeg
P05,arousal,svm,all_eeg,all_channels,8,primary,120,8,5,0.5603174603174603,0.0752609469014032,"[0.5992063492063493, 0.4484126984126984, 0.5634920634920635, 0.6507936507936507, 0.5396825396825397]",0.6,45,70,115,eeg
P05,arousal,svm,paper_compact,all_channels,10,secondary,64,10,5,0.584126984126984,0.0907681171777511,"[0.6904761904761905, 0.5198412698412699, 0.6547619047619048, 0.5833333333333333, 0.4722222222222222]",0.6,45,70,115,eeg
P05,arousal,svm,paper_compact,all_channels,8,secondary,64,8,5,0.5301587301587302,0.0672030575556081,"[0.5753968253968254, 0.4642857142857143, 0.5992063492063493, 0.5595238095238095, 0.45238095238095233]",0.5826086956521739,45,70,115,eeg
P05,arousal,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.4246031746031746,0.0856168611523468,"[0.34523809523809523, 0.5, 0.4563492063492064, 0.5, 0.32142857142857145]",0.4782608695652174,45,70,115,eeg
P05,arousal,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.4515873015873016,0.0711192597372058,"[0.5, 0.35714285714285715, 0.39285714285714285, 0.5, 0.5079365079365079]",0.5304347826086957,45,70,115,eeg
P05,valence,gnb,all_eeg,all_channels,10,primary,120,10,5,0.5146270396270396,0.0962697524911169,"[0.44405594405594406, 0.40559440559440557, 0.6477272727272727, 0.5113636363636364, 0.5643939393939394]",0.5228260869565217,62,55,117,eeg
P05,valence,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5306526806526806,0.077729349332851,"[0.44405594405594406, 0.48951048951048953, 0.6477272727272727, 0.5113636363636364, 0.5606060606060606]",0.5394927536231884,62,55,117,eeg
P05,valence,gnb,hjorth,all_channels,10,primary,16,10,5,0.4784382284382285,0.0969200681707168,"[0.47202797202797203, 0.32167832167832167, 0.553030303030303, 0.5643939393939394, 0.4810606060606061]",0.4800724637681159,62,55,117,eeg
P05,valence,gnb,hjorth,all_channels,8,primary,16,8,5,0.4427156177156177,0.1116632081851651,"[0.3881118881118881, 0.27622377622377625, 0.553030303030303, 0.5189393939393939, 0.4772727272727273]",0.4463768115942029,62,55,117,eeg
P05,valence,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5653846153846154,0.1262093344292145,"[0.4755244755244755, 0.4195804195804196, 0.6477272727272727, 0.553030303030303, 0.731060606060606]",0.5746376811594203,62,55,117,eeg
P05,valence,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5633449883449884,0.1218089169470541,"[0.4370629370629371, 0.48951048951048953, 0.6477272727272727, 0.5113636363636364, 0.731060606060606]",0.5742753623188406,62,55,117,eeg
